Transacao,Usuario,Provedor,Produto,ProdutoCategoria,Canal,ValorEmConta,ValorServico,DataHora,EstrategiaPreco,Fraude
40957,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:28:36Z,2,0
90550,4841,4,6,varejo,2,-40.0,40,2018-12-16T19:28:41Z,2,0
35824,430,6,4,netflix,3,5000.0,5000,2018-12-16T19:30:02Z,2,0
102961,4841,4,6,varejo,2,-250.0,250,2018-12-16T19:30:33Z,2,0
1253,2928,6,4,netflix,3,1000.0,1000,2018-12-16T19:31:00Z,2,0
108686,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:31:14Z,2,0
1718,3206,6,10,netflix,3,1000.0,1000,2018-12-16T19:31:20Z,2,0
78558,4841,4,6,varejo,2,-20.0,20,2018-12-16T19:31:35Z,2,0
78606,2163,5,15,varejo,3,2000.0,2000,2018-12-16T19:33:07Z,2,0
106001,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:34:05Z,2,0
121404,2163,6,3,netflix,3,500.0,500,2018-12-16T19:34:36Z,2,0
78972,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:34:38Z,2,0
59291,4841,4,6,varejo,2,-25.0,25,2018-12-16T19:35:10Z,2,0
131920,4840,4,6,varejo,2,-1000.0,1000,2018-12-16T19:35:12Z,2,0
31024,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:36:40Z,2,0
30238,2854,5,3,netflix,3,800.0,800,2018-12-16T19:36:49Z,4,0
47950,4345,5,3,netflix,3,2000.0,2000,2018-12-16T19:37:05Z,4,0
29313,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:37:13Z,2,0
72903,4841,4,6,varejo,2,-40.0,40,2018-12-16T19:37:19Z,2,0
4637,4841,4,6,varejo,2,-100.0,100,2018-12-16T19:37:43Z,2,0
4632,3507,6,3,netflix,3,1000.0,1000,2018-12-16T19:39:07Z,2,0
72334,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:39:35Z,2,0
33471,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:42:17Z,2,0
39502,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:42:47Z,2,0
127430,3206,6,3,netflix,3,500.0,500,2018-12-16T19:43:24Z,2,0
126078,4841,4,6,varejo,2,-25.0,25,2018-12-16T19:43:49Z,2,0
47846,3206,6,10,netflix,3,1000.0,1000,2018-12-16T19:44:29Z,2,0
31073,4841,4,6,varejo,2,-20.0,20,2018-12-16T19:44:42Z,2,0
97063,3206,6,3,netflix,3,500.0,500,2018-12-16T19:46:23Z,2,0
123791,4841,4,6,varejo,2,-25.0,25,2018-12-16T19:46:54Z,2,0
16927,3206,6,10,netflix,3,500.0,500,2018-12-16T19:47:42Z,2,0
132659,4841,4,6,varejo,2,-10.0,10,2018-12-16T19:47:57Z,2,0
116876,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:48:54Z,2,0
97360,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:49:24Z,2,0
130957,3206,6,3,netflix,3,600.0,600,2018-12-16T19:49:48Z,2,0
48002,4841,4,6,varejo,2,-30.0,30,2018-12-16T19:50:18Z,2,0
89938,2124,6,3,netflix,3,500.0,500,2018-12-16T19:50:20Z,2,0
137684,3481,6,10,netflix,3,5000.0,5000,2018-12-16T19:51:06Z,2,0
114037,4841,4,6,varejo,2,-100.0,100,2018-12-16T19:51:18Z,2,0
65568,3507,6,3,netflix,3,1000.0,1000,2018-12-16T19:51:27Z,2,0
47156,2811,6,4,netflix,3,2000.0,2000,2018-12-16T19:51:35Z,2,0
21271,4841,4,6,varejo,2,-100.0,100,2018-12-16T19:51:49Z,2,0
90009,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:51:51Z,2,0
8119,273,6,3,netflix,3,1000.0,1000,2018-12-16T19:51:52Z,2,0
120351,3507,6,3,netflix,3,1000.0,1000,2018-12-16T19:52:58Z,2,0
6444,3206,6,3,netflix,3,900.0,900,2018-12-16T19:52:59Z,2,0
31534,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:53:31Z,2,0
11645,4841,4,6,varejo,2,-45.0,45,2018-12-16T19:53:34Z,2,0
69195,3507,6,3,netflix,3,1000.0,1000,2018-12-16T19:54:09Z,2,0
66602,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:54:28Z,2,0
121756,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:54:34Z,2,0
98300,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:54:54Z,2,0
66442,3507,6,10,netflix,3,1000.0,1000,2018-12-16T19:55:17Z,2,0
17720,4841,4,6,varejo,2,-20.0,20,2018-12-16T19:55:31Z,2,0
115495,3206,6,3,netflix,3,1000.0,1000,2018-12-16T19:55:54Z,2,0
126047,4841,4,6,varejo,2,-50.0,50,2018-12-16T19:56:33Z,2,0
114352,3206,6,3,netflix,3,1000.0,1000,2018-12-16T20:00:45Z,2,0
84688,4841,4,6,varejo,2,-50.0,50,2018-12-16T20:01:21Z,2,0
44288,2376,5,15,varejo,3,1000.0,1000,2018-12-16T20:02:02Z,2,0
110040,3206,6,10,netflix,3,1000.0,1000,2018-12-16T20:02:07Z,2,0
44770,4841,4,6,varejo,2,-20.0,20,2018-12-16T20:02:22Z,2,0
79381,3507,6,3,netflix,3,1000.0,1000,2018-12-16T20:05:04Z,2,0
11367,3206,6,10,netflix,3,500.0,500,2018-12-16T20:05:09Z,2,0
28964,4680,6,10,netflix,3,1000.0,1000,2018-12-16T20:05:16Z,2,0
69346,4841,4,6,varejo,2,-10.0,10,2018-12-16T20:05:25Z,2,0
117966,4841,4,6,varejo,2,-20.0,20,2018-12-16T20:05:29Z,2,0
25166,4841,4,6,varejo,2,-50.0,50,2018-12-16T20:05:34Z,2,0
56150,3507,6,3,netflix,3,1000.0,1000,2018-12-16T20:06:25Z,2,0
46345,2402,5,3,netflix,3,2000.0,2000,2018-12-16T20:06:33Z,4,0
65228,4841,4,6,varejo,2,-50.0,50,2018-12-16T20:06:55Z,2,0
35185,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:07:11Z,2,0
33704,3507,6,3,netflix,3,2000.0,2000,2018-12-16T20:07:39Z,2,0
22075,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:08:07Z,2,0
82577,3507,6,3,netflix,3,2000.0,2000,2018-12-16T20:08:53Z,2,0
42447,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:09:20Z,2,0
12746,3507,6,3,netflix,3,2000.0,2000,2018-12-16T20:09:55Z,2,0
8610,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:10:21Z,2,0
135616,4075,6,1,netflix,3,1000.0,1000,2018-12-16T20:15:14Z,2,0
65930,219,6,10,netflix,3,900.0,900,2018-12-16T20:16:06Z,2,0
74375,2797,6,3,netflix,3,5000.0,5000,2018-12-16T20:18:43Z,2,0
1828,4841,4,6,varejo,2,-250.0,250,2018-12-16T20:19:15Z,2,0
99869,2797,6,3,netflix,3,1000.0,1000,2018-12-16T20:22:59Z,2,0
93450,4841,4,6,varejo,2,-50.0,50,2018-12-16T20:23:33Z,2,0
30511,2797,6,3,netflix,3,2000.0,2000,2018-12-16T20:27:04Z,2,0
109906,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:27:36Z,2,0
51273,3227,5,15,varejo,3,5000.0,5000,2018-12-16T20:37:33Z,2,0
11044,3227,6,3,netflix,3,5000.0,5000,2018-12-16T20:39:08Z,2,0
34981,4841,4,6,varejo,2,-250.0,250,2018-12-16T20:39:40Z,2,0
16788,273,6,3,netflix,3,1000.0,1000,2018-12-16T20:41:48Z,2,0
65832,4526,5,15,varejo,3,2000.0,2000,2018-12-16T20:43:08Z,2,0
78454,2797,6,3,netflix,3,2000.0,2000,2018-12-16T20:45:05Z,2,0
61732,4841,4,6,varejo,2,-100.0,100,2018-12-16T20:45:32Z,2,0
113448,4526,6,3,netflix,3,600.0,600,2018-12-16T20:45:50Z,2,0
106601,4841,4,6,varejo,2,-30.0,30,2018-12-16T20:46:16Z,2,0
105459,178,6,3,netflix,3,1000.0,1000,2018-12-16T21:03:41Z,2,0
108039,4526,6,3,netflix,3,600.0,600,2018-12-16T21:12:45Z,2,0
132334,4841,4,6,varejo,2,-30.0,30,2018-12-16T21:13:24Z,2,0
20974,2237,6,10,netflix,3,2000.0,2000,2018-12-16T21:13:25Z,2,0
77987,3355,5,3,netflix,3,500.0,500,2018-12-16T21:18:57Z,4,0
113393,2560,6,10,netflix,3,3000.0,3000,2018-12-16T21:19:38Z,2,0
7644,4841,4,6,varejo,2,-25.0,25,2018-12-16T21:19:41Z,2,0
83047,4841,4,6,varejo,2,-60.0,60,2018-12-16T21:19:53Z,2,0
128699,413,1,4,netflix,3,500.0,500,2018-12-16T21:27:28Z,4,0
34459,4161,1,15,varejo,3,2000.0,2000,2018-12-16T21:49:27Z,2,0
38163,1105,1,15,varejo,3,5000.0,5000,2018-12-16T21:53:11Z,2,0
46660,4161,3,15,varejo,3,2000.0,2000,2018-12-16T21:59:52Z,2,0
95904,4161,6,11,internet,3,1000.0,1000,2018-12-16T22:02:48Z,2,0
131445,4841,4,6,varejo,2,-20.0,20,2018-12-16T22:03:11Z,2,0
52429,4360,5,4,netflix,3,5000.0,5000,2018-12-16T22:05:09Z,4,0
46987,4841,4,6,varejo,2,-250.0,250,2018-12-16T22:05:44Z,2,0
55339,878,5,4,netflix,3,2000.0,2000,2018-12-16T23:23:57Z,4,0
56592,878,1,4,netflix,3,2000.0,2000,2018-12-16T23:26:41Z,4,0
76066,2270,3,15,varejo,3,20000.0,20000,2018-12-17T00:58:32Z,2,0
6645,2270,3,10,netflix,3,10000.0,10000,2018-12-17T01:00:16Z,1,0
6993,4841,4,6,varejo,2,-5000.0,5000,2018-12-17T01:01:04Z,2,0
115912,2949,6,10,netflix,3,5000.0,5000,2018-12-17T02:31:34Z,2,0
107098,4841,4,6,varejo,2,-72.0,72,2018-12-17T02:31:59Z,2,0
11376,1842,5,4,netflix,3,5000.0,5000,2018-12-17T02:35:51Z,4,0
50801,4841,4,6,varejo,2,-250.0,250,2018-12-17T02:36:29Z,2,0
131271,3507,6,8,globoplay,3,28000.0,28000,2018-12-17T03:45:49Z,2,0
70030,4841,4,6,varejo,2,-5000.0,5000,2018-12-17T03:46:14Z,2,0
99900,678,6,3,netflix,3,1000.0,1000,2018-12-17T03:46:31Z,2,0
78406,4841,4,6,varejo,2,-25.0,25,2018-12-17T03:47:04Z,2,0
114933,10,4,3,netflix,5,-2000.0,2000,2018-12-17T04:04:21Z,4,0
68542,3335,6,3,netflix,3,500.0,500,2018-12-17T04:07:03Z,2,0
114214,4841,4,6,varejo,2,-25.0,25,2018-12-17T04:07:31Z,2,0
34919,2816,5,10,netflix,3,2000.0,2000,2018-12-17T04:08:20Z,4,0
105795,4841,4,6,varejo,2,-40.0,40,2018-12-17T04:08:48Z,2,0
102614,2677,6,3,netflix,3,1000.0,1000,2018-12-17T04:14:46Z,2,0
36116,1616,6,3,netflix,3,700.0,700,2018-12-17T04:20:32Z,2,0
124773,4841,4,6,varejo,2,-35.0,35,2018-12-17T04:21:07Z,2,0
115719,3206,6,3,netflix,3,1000.0,1000,2018-12-17T04:21:54Z,2,0
89958,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:22:20Z,2,0
103830,219,6,10,netflix,3,900.0,900,2018-12-17T04:25:01Z,2,0
72777,571,6,3,netflix,3,1000.0,1000,2018-12-17T04:26:29Z,2,0
81965,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:26:59Z,2,0
54162,1686,6,10,netflix,3,1000.0,1000,2018-12-17T04:27:02Z,2,0
36981,3210,6,10,netflix,3,1000.0,1000,2018-12-17T04:30:42Z,2,0
75883,4841,4,6,varejo,2,-20.0,20,2018-12-17T04:30:58Z,2,0
106094,3206,6,10,netflix,3,1000.0,1000,2018-12-17T04:31:26Z,2,0
103449,4841,4,6,varejo,2,-20.0,20,2018-12-17T04:31:38Z,2,0
81884,3206,6,10,netflix,3,1000.0,1000,2018-12-17T04:32:14Z,2,0
71698,4841,4,6,varejo,2,-20.0,20,2018-12-17T04:32:26Z,2,0
62023,3206,6,3,netflix,3,1000.0,1000,2018-12-17T04:33:55Z,2,0
80259,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:34:25Z,2,0
44899,3206,6,3,netflix,3,1000.0,1000,2018-12-17T04:37:10Z,2,0
8895,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:37:38Z,2,0
123238,1608,6,1,netflix,3,2000.0,2000,2018-12-17T04:39:34Z,2,0
120616,4841,4,6,varejo,2,-100.0,100,2018-12-17T04:39:49Z,2,0
26518,4526,6,3,netflix,3,500.0,500,2018-12-17T04:41:01Z,2,0
85420,4841,4,6,varejo,2,-25.0,25,2018-12-17T04:41:31Z,2,0
77044,3206,6,10,netflix,3,2000.0,2000,2018-12-17T04:42:09Z,2,0
119887,4841,4,6,varejo,2,-40.0,40,2018-12-17T04:42:23Z,2,0
16711,2450,5,4,netflix,3,5000.0,5000,2018-12-17T04:42:33Z,4,0
48004,3206,6,10,netflix,3,500.0,500,2018-12-17T04:42:58Z,2,0
61749,4841,4,6,varejo,2,-10.0,10,2018-12-17T04:43:11Z,2,0
18808,4841,4,6,varejo,2,-250.0,250,2018-12-17T04:43:19Z,2,0
134987,318,6,3,netflix,3,1000.0,1000,2018-12-17T04:43:53Z,2,0
4991,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:44:19Z,2,0
21065,3206,6,10,netflix,3,2000.0,2000,2018-12-17T04:47:35Z,2,0
60421,4841,4,6,varejo,2,-40.0,40,2018-12-17T04:47:49Z,2,0
132130,318,6,1,netflix,3,1000.0,1000,2018-12-17T04:47:55Z,2,0
75606,4841,4,6,varejo,2,-50.0,50,2018-12-17T04:48:15Z,2,0
124106,2669,5,15,varejo,3,30000.0,30000,2018-12-17T04:49:08Z,2,0
62884,2669,6,21,boleto,3,30000.0,32900,2018-12-17T04:52:59Z,2,0
96187,931,3,3,netflix,3,2000.0,2000,2018-12-17T04:53:21Z,1,0
41130,4841,4,6,varejo,2,-5000.0,5000,2018-12-17T04:53:42Z,2,0
88031,4841,4,6,varejo,2,-100.0,100,2018-12-17T04:54:25Z,2,0
64111,4840,4,6,varejo,2,-1000.0,1000,2018-12-17T04:54:35Z,2,0
96398,2669,6,10,netflix,3,500.0,500,2018-12-17T04:55:10Z,2,0
137269,1153,5,3,netflix,3,2000.0,2000,2018-12-17T04:58:51Z,4,0
57870,4841,4,6,varejo,2,-100.0,100,2018-12-17T04:59:32Z,2,0
51398,3206,6,10,netflix,3,1500.0,1500,2018-12-17T04:59:42Z,2,0
97471,3206,6,3,netflix,3,1000.0,1000,2018-12-17T05:00:53Z,2,0
42292,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:01:23Z,2,0
82132,3206,6,10,netflix,3,2000.0,2000,2018-12-17T05:01:56Z,2,0
42135,4841,4,6,varejo,2,-40.0,40,2018-12-17T05:02:22Z,2,0
7133,4841,4,6,varejo,2,-30.0,30,2018-12-17T05:02:30Z,2,0
55282,3206,6,3,netflix,3,2000.0,2000,2018-12-17T05:05:51Z,2,0
130800,4841,4,6,varejo,2,-200.0,200,2018-12-17T05:06:24Z,2,0
70900,3206,6,10,netflix,3,1000.0,1000,2018-12-17T05:08:33Z,2,0
13500,3402,6,3,netflix,3,1000.0,1000,2018-12-17T05:08:42Z,2,0
34714,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:08:50Z,2,0
26304,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:09:07Z,2,0
92333,4840,4,6,varejo,2,-1000.0,1000,2018-12-17T05:09:08Z,2,0
111472,318,6,10,netflix,3,1000.0,1000,2018-12-17T05:09:15Z,2,0
40299,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:09:28Z,2,0
8665,3206,6,3,netflix,3,1000.0,1000,2018-12-17T05:11:47Z,2,0
67398,2797,6,3,netflix,3,855.0,855,2018-12-17T05:11:49Z,2,0
47307,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:12:17Z,2,0
5752,318,6,3,netflix,3,1000.0,1000,2018-12-17T05:12:51Z,2,0
25314,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:13:22Z,2,0
60419,3481,6,10,netflix,3,5000.0,5000,2018-12-17T05:14:07Z,2,0
84557,4841,4,6,varejo,2,-100.0,100,2018-12-17T05:14:24Z,2,0
74877,4680,6,10,netflix,3,1000.0,1000,2018-12-17T05:18:47Z,2,0
76643,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:19:01Z,2,0
541,2906,6,10,netflix,3,20000.0,20000,2018-12-17T05:20:32Z,2,0
99728,854,6,1,netflix,3,1000.0,1000,2018-12-17T05:23:07Z,2,0
94586,318,6,3,netflix,3,1000.0,1000,2018-12-17T05:25:11Z,2,0
2555,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:25:56Z,2,0
40255,3443,6,10,netflix,3,1000.0,1000,2018-12-17T05:26:04Z,2,0
135024,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:26:17Z,2,0
38434,3083,5,15,varejo,3,1000.0,1000,2018-12-17T05:30:51Z,2,0
129843,2906,6,10,netflix,3,1000.0,1000,2018-12-17T05:32:28Z,2,0
7254,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:32:43Z,2,0
100410,2431,5,1,netflix,3,500.0,500,2018-12-17T05:34:05Z,4,0
66794,901,5,15,varejo,3,12000.0,12000,2018-12-17T05:34:14Z,2,0
4580,4841,4,6,varejo,2,-25.0,25,2018-12-17T05:34:39Z,2,0
53954,10,4,3,netflix,5,-1000.0,1000,2018-12-17T05:34:51Z,4,0
102509,3083,6,3,netflix,3,1000.0,1000,2018-12-17T05:34:53Z,2,0
105235,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:35:26Z,2,0
37052,3206,6,3,netflix,3,1000.0,1000,2018-12-17T05:36:16Z,2,0
37965,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:36:42Z,2,0
83254,1825,6,4,netflix,3,500.0,500,2018-12-17T05:38:24Z,2,0
18406,568,5,4,netflix,3,5000.0,5000,2018-12-17T05:38:49Z,4,0
38298,4841,4,6,varejo,2,-250.0,250,2018-12-17T05:39:10Z,2,0
138382,901,6,19,globoplay,3,11000.0,11000,2018-12-17T05:40:07Z,2,0
30361,4841,4,6,varejo,2,-220.0,220,2018-12-17T05:40:21Z,2,0
51150,3595,6,4,netflix,3,2000.0,2000,2018-12-17T05:40:45Z,2,0
70239,4841,4,6,varejo,2,-100.0,100,2018-12-17T05:40:59Z,2,0
108157,4421,1,15,varejo,3,1000.0,1000,2018-12-17T05:43:37Z,2,0
118894,10,4,3,netflix,5,-2000.0,2000,2018-12-17T05:44:56Z,4,0
24140,854,6,3,netflix,3,900.0,900,2018-12-17T05:47:45Z,2,0
121590,10,4,1,netflix,5,-2000.0,2000,2018-12-17T05:47:48Z,4,0
96761,901,6,3,netflix,3,1000.0,1000,2018-12-17T05:49:14Z,2,0
28342,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:49:45Z,2,0
11178,3206,6,10,netflix,3,1000.0,1000,2018-12-17T05:50:08Z,2,0
21264,4841,4,6,varejo,2,-20.0,20,2018-12-17T05:50:21Z,2,0
37941,2783,6,3,netflix,3,1000.0,1000,2018-12-17T05:53:23Z,2,0
109233,4841,4,6,varejo,2,-50.0,50,2018-12-17T05:53:52Z,2,0
112241,2314,6,4,netflix,3,500.0,500,2018-12-17T05:57:35Z,2,0
100995,2783,6,4,netflix,3,2000.0,2000,2018-12-17T05:59:09Z,2,0
45824,4841,4,6,varejo,2,-100.0,100,2018-12-17T05:59:24Z,2,0
72812,2928,6,11,internet,3,2000.0,2000,2018-12-17T06:00:57Z,2,0
69191,4269,6,10,netflix,3,2000.0,2000,2018-12-17T06:01:00Z,2,0
81186,4841,4,6,varejo,2,-40.0,40,2018-12-17T06:01:18Z,2,0
115,4841,4,6,varejo,2,-40.0,40,2018-12-17T06:01:26Z,2,0
54849,4734,6,10,netflix,3,6000.0,6000,2018-12-17T06:02:58Z,2,0
91181,3206,6,10,netflix,3,500.0,500,2018-12-17T06:04:08Z,2,0
88111,4841,4,6,varejo,2,-10.0,10,2018-12-17T06:04:22Z,2,0
8697,3595,6,3,netflix,3,1000.0,1000,2018-12-17T06:05:39Z,2,0
75980,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:06:10Z,2,0
128327,3595,6,3,netflix,3,1000.0,1000,2018-12-17T06:07:39Z,2,0
111638,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:08:10Z,2,0
106527,3206,6,10,netflix,3,2000.0,2000,2018-12-17T06:08:31Z,2,0
71461,4841,4,6,varejo,2,-40.0,40,2018-12-17T06:08:44Z,2,0
65351,10,4,3,netflix,5,-5000.0,5000,2018-12-17T06:10:48Z,4,0
61928,3206,6,10,netflix,3,500.0,500,2018-12-17T06:17:12Z,2,0
57432,4841,4,6,varejo,2,-10.0,10,2018-12-17T06:17:28Z,2,0
82637,10,4,3,netflix,5,-500.0,500,2018-12-17T06:21:31Z,4,0
97085,3307,6,14,varejo,3,2120.0,2120,2018-12-17T06:23:50Z,2,0
17172,2314,5,15,varejo,3,3000.0,3000,2018-12-17T06:24:19Z,2,0
83476,3307,6,14,varejo,3,2120.0,2120,2018-12-17T06:24:41Z,2,0
73606,1709,1,15,varejo,3,7500.0,7500,2018-12-17T06:25:42Z,2,0
52520,3988,6,10,netflix,3,5000.0,5000,2018-12-17T06:26:37Z,2,0
49178,4841,4,6,varejo,2,-100.0,100,2018-12-17T06:26:50Z,2,0
41493,10,4,3,netflix,5,-1000.0,1000,2018-12-17T06:27:39Z,4,0
34122,3307,6,3,netflix,3,500.0,500,2018-12-17T06:28:43Z,2,0
121797,4805,1,1,netflix,3,1000.0,1000,2018-12-17T06:31:13Z,4,0
23768,3206,6,10,netflix,3,500.0,500,2018-12-17T06:31:18Z,2,0
123303,4841,4,6,varejo,2,-10.0,10,2018-12-17T06:31:32Z,2,0
96568,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:31:41Z,2,0
26529,931,3,3,netflix,3,1000.0,1000,2018-12-17T06:32:00Z,1,0
19811,3002,6,10,netflix,3,1000.0,1000,2018-12-17T06:32:43Z,2,0
63056,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:33:01Z,2,0
46929,10,4,3,netflix,5,-1500.0,1500,2018-12-17T06:33:35Z,4,0
9830,4249,4,10,netflix,2,-4000.0,4000,2018-12-17T06:44:22Z,4,0
43511,2682,5,15,varejo,3,9000.0,9000,2018-12-17T06:44:36Z,2,0
64886,2682,6,1,netflix,3,5000.0,5000,2018-12-17T06:46:30Z,2,0
100887,4841,4,6,varejo,2,-250.0,250,2018-12-17T06:46:47Z,2,0
88269,3795,6,10,netflix,3,500.0,500,2018-12-17T06:47:05Z,2,0
128231,2946,6,10,netflix,3,11000.0,11000,2018-12-17T06:47:40Z,2,0
95493,4841,4,6,varejo,2,-5000.0,5000,2018-12-17T06:47:54Z,2,0
14687,689,6,3,netflix,3,1000.0,1000,2018-12-17T06:48:15Z,2,0
69414,2682,6,3,netflix,3,1000.0,1000,2018-12-17T06:49:19Z,2,0
15564,3206,6,10,netflix,3,500.0,500,2018-12-17T06:49:41Z,2,0
15213,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:49:53Z,2,0
110274,10,4,10,netflix,5,-2000.0,2000,2018-12-17T06:50:29Z,4,0
53553,2220,6,3,netflix,3,5000.0,5000,2018-12-17T06:50:50Z,2,0
38055,4841,4,6,varejo,2,-10.0,10,2018-12-17T06:51:08Z,2,0
132579,4590,5,3,netflix,3,400000.0,400000,2018-12-17T06:51:39Z,4,0
21638,2682,6,4,netflix,3,1000.0,1000,2018-12-17T06:51:45Z,2,0
26155,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:52:04Z,2,0
23990,3061,5,15,varejo,3,2000.0,2000,2018-12-17T06:52:31Z,2,0
22863,3206,6,10,netflix,3,500.0,500,2018-12-17T06:52:42Z,2,0
83168,4841,4,6,varejo,2,-10.0,10,2018-12-17T06:52:57Z,2,0
36469,3061,6,3,netflix,3,1000.0,1000,2018-12-17T06:53:56Z,2,0
112891,3206,6,10,netflix,3,1000.0,1000,2018-12-17T06:54:09Z,2,0
28019,4841,4,6,varejo,2,-20.0,20,2018-12-17T06:54:22Z,2,0
2938,4841,4,6,varejo,2,-50.0,50,2018-12-17T06:54:25Z,2,0
36351,4249,4,1,netflix,2,-10000.0,10000,2018-12-17T06:54:46Z,4,0
43634,4841,4,6,varejo,2,-20000.0,20000,2018-12-17T06:55:21Z,2,0
68457,2783,6,10,netflix,3,2000.0,2000,2018-12-17T06:57:43Z,2,0
59521,4841,4,6,varejo,2,-40.0,40,2018-12-17T06:58:00Z,2,0
99454,568,5,10,netflix,3,10000.0,10000,2018-12-17T06:59:29Z,4,0
103806,4841,4,6,varejo,2,-200.0,200,2018-12-17T06:59:50Z,2,0
115921,10,4,10,netflix,5,-1500.0,1500,2018-12-17T07:01:46Z,4,0
114680,2314,6,3,netflix,3,2000.0,2000,2018-12-17T07:03:32Z,2,0
52491,4841,4,6,varejo,2,-100.0,100,2018-12-17T07:04:04Z,2,0
18863,2314,6,10,netflix,3,2000.0,2000,2018-12-17T07:04:51Z,2,0
68012,4763,6,10,netflix,3,5000.0,5000,2018-12-17T07:05:50Z,2,0
25393,4841,4,6,varejo,2,-100.0,100,2018-12-17T07:06:36Z,2,0
130191,318,6,10,netflix,3,1000.0,1000,2018-12-17T07:06:44Z,2,0
2253,1608,6,19,globoplay,3,3500.0,3500,2018-12-17T07:06:49Z,2,0
133926,4841,4,6,varejo,2,-20.0,20,2018-12-17T07:07:00Z,2,0
108886,4763,6,3,netflix,3,5000.0,5000,2018-12-17T07:07:01Z,2,0
132474,4841,4,6,varejo,2,-70.0,70,2018-12-17T07:07:07Z,2,0
115373,4841,4,6,varejo,2,-250.0,250,2018-12-17T07:07:35Z,2,0
55905,713,1,15,varejo,3,3000.0,3000,2018-12-17T07:07:51Z,2,0
107151,568,5,3,netflix,3,2000.0,2000,2018-12-17T07:07:57Z,4,0
16515,4841,4,6,varejo,2,-100.0,100,2018-12-17T07:08:35Z,2,0
115353,10,4,4,netflix,5,-10000.0,10000,2018-12-17T07:08:36Z,4,0
59290,4110,3,10,netflix,3,1000.0,1000,2018-12-17T07:10:45Z,1,0
60673,4763,6,3,netflix,3,5000.0,5000,2018-12-17T07:10:58Z,2,0
5586,4841,4,6,varejo,2,-20.0,20,2018-12-17T07:11:31Z,2,0
11021,364,1,3,netflix,3,500.0,500,2018-12-17T07:11:37Z,4,0
27368,4841,4,6,varejo,2,-250.0,250,2018-12-17T07:11:43Z,2,0
100434,2270,6,3,netflix,3,5000.0,5000,2018-12-17T07:11:50Z,2,0
123587,4841,4,6,varejo,2,-250.0,250,2018-12-17T07:12:17Z,2,0
52762,456,1,11,internet,3,600.0,600,2018-12-17T07:12:38Z,4,0
127725,4841,4,6,varejo,2,-12.0,12,2018-12-17T07:13:18Z,2,0
77133,3933,6,10,netflix,3,3000.0,3000,2018-12-17T07:13:36Z,2,0
108137,2314,5,15,varejo,3,10000.0,10000,2018-12-17T07:15:53Z,2,0
140291,318,6,11,internet,3,1000.0,1000,2018-12-17T07:16:07Z,2,0
21333,4841,4,6,varejo,2,-20.0,20,2018-12-17T07:16:35Z,2,0
64029,1709,1,15,varejo,3,29000.0,29000,2018-12-17T07:16:46Z,2,0
104200,318,6,3,netflix,3,500.0,500,2018-12-17T07:17:04Z,2,0
81795,2314,6,3,netflix,3,2500.0,2500,2018-12-17T07:17:11Z,2,0
117137,4841,4,6,varejo,2,-25.0,25,2018-12-17T07:17:33Z,2,0
